ID,family,marriage,child's forname(s),child's surname,birth day,birth month,birth year,address,sex,father's forename,father's surname,father's occupation,mother's forename,mother's maiden surname,mother's occupation,day of parents' marriage,month of parents' marriage,year of parents' marriage,place of parent's marriage,illegit,notes,Death,CHILD_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,DEATH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,MARRIAGE_RECORD_IDENTITY2,MARRIAGE_RECORD_IDENTITY3,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5,MARRIAGE_RECORD_IDENTITY6,MARRIAGE_RECORD_IDENTITY7,MARRIAGE_RECORD_IDENTITY8,IMMIGRANT_GENERATION
1229,318,318,Lee,Black,19,MAY,1909,"2 Pilot Place, Broadhaven, Caithness",M,Matthew,Black,COTTON WEAVER,Iqrah,Cruickshanks,,23,JANUARY,1905,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1229,1229,1032,929,1229,318,929,1032,,,,,,,,,NA
1231,309,309,Kyle,Cruickshanks,28,MARCH,1909,"11 Leishman Avenue, Pulteneytown, Wick",M,Paul,Cruickshanks,SPIRIT DEALER,Jessica,Anderson,WASHING & IRONING,28,APRIL,1899,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1231,1231,1034,933,1231,309,933,1034,357,,,,,,,,NA
1233,311,311,Joe,Cruickshanks,1,JUNE,1909,"84 Firs Crescent, Hillpark, Bannockburn",M,Matthew,Cruickshanks,IRON SHIP BUILDER LABR,Laura,Cruickshanks,DOMESTIC SERV,24,JUNE,1899,"Hillpark Bannockburn ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1233,1233,1056,1057,1233,311,1057,1056,372,,,,,,,,NA
1235,319,319,Alexander,Mcbain,13,JANUARY,1910,"574 Rathad an Duin, Na h-Eileanan Siar",M,Luke,Mcbain,STOCKING FRAME WORK KNITTER,Stacey,Jones,,14,OCTOBER,1907,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1235,1235,1120,1029,1235,319,1029,1120,,,,,,,,,NA
1237,296,296,Christopher,Black,13,NOVEMBER,1911,"1 Cora Linn Court, North Ayrshire",M,Oliver,Black,SHOEMAKER,Masuma,Anderson,,18,JUNE,1895,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,1237,1237,932,927,1237,296,927,932,,,,,,,,,NA
1239,300,300,Benn,Drake,9,APRIL,1911,"3 Pilot Row, Broadhaven, Caithness",M,Ellis,Drake,LABOURER,Brooke,Mullen,,26,MARCH,1896,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1239,1239,1014,991,1239,300,991,1014,,,,,,,,,NA
1241,321,321,Cameron,Jones,30,DECEMBER,1911,"2 Gearra Mor, Na h-Eileanan Siar",M,Simon,Jones,FISHERMAN,Ciara,Mullen,,23,NOVEMBER,1907,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1241,1241,1102,1083,1241,321,1083,1102,390,,,,,,,,NA
1243,319,319,Andrew,Mcbain,31,DECEMBER,1911,"574 Rathad an Duin, Na h-Eileanan Siar",M,Luke,Mcbain,STOCKING FRAME WORK KNITTER,Stacey,Jones,,14,OCTOBER,1907,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1243,1243,1120,1029,1243,319,1029,1120,370,,,,,,,,NA
1245,299,299,Kade,Mullen,13,FEBRUARY,1912,"90 Meadow Bank, Moffat, Dumfries and Galloway",M,Kieran,Mullen,LOCOMOTIVE FIREMAN,Erin,Drake,SERVANT,23,NOVEMBER,1895,"Moffat Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,1245,1245,986,989,1245,299,989,986,366,,,,,,,,NA
1247,313,313,Luke,Cruickshanks,29,AUGUST,1912,"575 Rathad an Duin, Na h-Eileanan Siar",M,Mohammed,Cruickshanks,GENERAL LABOURER,Sian,Jones,,4,AUGUST,1902,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1247,1247,1044,1031,1247,313,1031,1044,,,,,,,,,NA
1253,314,314,Scott,Cruickshanks,25,OCTOBER,1913,"1 Huddart Street, Pulteneytown, Wick",M,Matthew,Cruickshanks,PLOUGHMAN,Frances,Perrie,,18,JUNE,1903,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1253,1253,1070,1091,1253,314,1091,1070,,,,,,,,,NA
1255,326,326,Liam,Anderson,23,SEPTEMBER,1913,"578 Rathad an Duin, Na h-Eileanan Siar",M,Thomas,Anderson,PLOUGHMAN,Laura,Powell,,3,MARCH,1909,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1255,1255,1144,1143,1255,326,1143,1144,,,,,,,,,NA
1257,309,309,Jacob,Cruickshanks,13,SEPTEMBER,1914,"11 Leishman Avenue, Pulteneytown, Wick",M,Paul,Cruickshanks,SPIRIT DEALER,Jessica,Anderson,WASHING & IRONING,28,APRIL,1899,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1257,1257,1034,933,1257,309,933,1034,,,,,,,,,NA
1267,317,317,Jordan,Mcbain,15,AUGUST,1915,"1 Swanson Drive, Harden, Wick",M,Maxwell,Mcbain,COTTON WEAVER,Chloe,Anderson,LINEN & COTTON SHIRT CUTTER,13,DECEMBER,1905,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1267,1267,1072,1085,1267,317,1085,1072,381,,,,,,,,NA
1269,323,323,Alexander,Cruickshanks,31,JULY,1915,"1 Dal nan Each, Highland",M,Benjamin,Cruickshanks,BASKET MAKER,Kerri,Grant,DOMESTIC SERV,17,JANUARY,1909,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,1269,1269,1136,1027,1269,323,1027,1136,,,,,,,,,NA
1271,307,307,Lorenzo,Mullen,5,DECEMBER,1916,"1 Creag Ruadh Place, Na h-Eileanan Siar",M,Ross,Mullen,PIT HEAD MAN IRON,Jessica,Powell,,6,NOVEMBER,1895,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1271,1271,1030,961,1271,307,961,1030,382,,,,,,,,NA
1277,301,301,Jack,Mullen,9,NOVEMBER,1917,"568 Rathad an Duin, Na h-Eileanan Siar",M,Niall,Mullen,FISHERMAN,Isabel,Perrie,,7,DECEMBER,1894,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1277,1277,1012,907,1277,301,907,1012,,,,,,,,,NA
1279,319,319,Billy,Mcbain,3,MAY,1917,"574 Rathad an Duin, Na h-Eileanan Siar",M,Luke,Mcbain,STOCKING FRAME WORK KNITTER,Stacey,Jones,,14,OCTOBER,1907,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1279,1279,1120,1029,1279,319,1029,1120,368,,,,,,,,NA
1283,313,313,Jake,Cruickshanks,15,JUNE,1918,"575 Rathad an Duin, Na h-Eileanan Siar",M,Mohammed,Cruickshanks,GENERAL LABOURER,Sian,Jones,,4,AUGUST,1902,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1283,1283,1044,1031,1283,313,1031,1044,400,,,,,,,,NA
1291,327,327,Peter,Jones,26,APRIL,1919,"3 Pilot Place, Broadhaven, Caithness",M,Rory,Jones,MOLE CATCHER,Iqrah,Cruickshanks,HANDSEWER,27,MAY,1911,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1291,1291,1032,799,1291,327,799,1032,375,386,,,,,,,NA
1299,317,317,Liam,Mcbain,1,JULY,1920,"1 Swanson Drive, Harden, Wick",M,Maxwell,Mcbain,COTTON WEAVER,Chloe,Anderson,LINEN & COTTON SHIRT CUTTER,13,DECEMBER,1905,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1299,1299,1072,1085,1299,317,1085,1072,,,,,,,,,NA
1301,331,331,Daniel,Anderson,11,JUNE,1920,"1 Pàirc Bhatasgeir, Na h-Eileanan Siar",M,Stuart,Anderson,FARMER'S SON,Charlotte,Black,,2,SEPTEMBER,1913,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1301,1301,1148,1081,1301,331,1081,1148,379,,,,,,,,NA
1303,338,,Benjamin,Jones,9,AUGUST,1921,,M,Joshua,Jones,COAL MINER,Aurora,Jones,FACTORY WORKER,,,,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1303,1303,1050,1103,1303,,1103,1050,396,,,,,,,,NA
1309,300,300,Ciaran,Drake,4,APRIL,1922,"3 Pilot Row, Broadhaven, Caithness",M,Ellis,Drake,FARMER OVERSEER OF 140 ACRES EMPLOY 3 LABOURER 2 BOYS & 1 WO,Brooke,Mullen,,26,MARCH,1896,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1309,1309,1014,991,1309,300,991,1014,374,,,,,,,,NA
1323,319,319,Luke,Mcbain,23,JULY,1923,"574 Rathad an Duin, Na h-Eileanan Siar",M,Luke,Mcbain,FARMER OF 75 ACRES,Stacey,Jones,,14,OCTOBER,1907,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1323,1323,1120,1029,1323,319,1029,1120,,,,,,,,,NA
1325,326,326,Taylor,Anderson,9,MARCH,1923,"578 Rathad an Duin, Na h-Eileanan Siar",M,Thomas,Anderson,MASON ( JOUR),Laura,Powell,DEALER IN FRUITS & C,3,MARCH,1909,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1325,1325,1144,1143,1325,326,1143,1144,,,,,,,,,NA
1327,340,340,Samual,Mcbain,7,MAY,1923,"1 The Croft, The Holmes, Scottish Borders",M,Liam,Mcbain,FANCY WEAVER (JOURNEYMAN),Antonia,Cruickshanks,FLAX MILL WORKER BUNDLER,8,JULY,1917,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,1327,1327,1168,1157,1327,340,1157,1168,405,,,,,,,,NA
1335,319,319,Thomas,Mcbain,22,MAY,1925,"574 Rathad an Duin, Na h-Eileanan Siar",M,Luke,Mcbain,FARMER OF 75 ACRES,Stacey,Jones,,14,OCTOBER,1907,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1335,1335,1120,1029,1335,319,1029,1120,410,,,,,,,,NA
1337,330,330,Harry,Mcbain,20,OCTOBER,1925,"6 Gearra Mor, Na h-Eileanan Siar",M,Paul,Mcbain,LABOURER IRON FOUNDRY,Hollie,Perrie,WEAVERS WIFE,8,JULY,1910,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1337,1337,1158,1109,1337,330,1109,1158,407,,,,,,,,NA
1341,336,336,Robert,Black,18,SEPTEMBER,1926,"2 Creag Ruadh Place, Na h-Eileanan Siar",M,Jake,Black,FLESHER,Holly,Mcbain,FLAX MILLWORKER,7,NOVEMBER,1917,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1341,1341,1146,1141,1341,336,1141,1146,408,,,,,,,,NA
1349,326,326,Daniel,Anderson,30,JULY,1927,"578 Rathad an Duin, Na h-Eileanan Siar",M,Thomas,Anderson,MASON ( JOUR),Laura,Powell,DEALER IN FRUITS & C,3,MARCH,1909,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1349,1349,1144,1143,1349,326,1143,1144,,,,,,,,,NA
1351,319,319,Macauley,Mcbain,27,JANUARY,1928,"574 Rathad an Duin, Na h-Eileanan Siar",M,Luke,Mcbain,FARMER OF 75 ACRES,Stacey,Jones,MILLINER,14,OCTOBER,1907,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1351,1351,1120,1029,1351,319,1029,1120,406,,,,,,,,NA
1353,340,340,Samuel,Mcbain,23,JULY,1928,"1 The Croft, The Holmes, Scottish Borders",M,Liam,Mcbain,FANCY WEAVER (JOURNEYMAN),Antonia,Cruickshanks,,8,JULY,1917,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,1353,1353,1168,1157,1353,340,1157,1168,415,,,,,,,,NA
1355,343,343,Ryan,Cruickshanks,6,JUNE,1928,"1 Arra's Cottages, Na h-Eileanan Siar",M,Jay,Cruickshanks,AG LABOURER,Annabel,Black,WIFE,24,MAY,1923,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1355,1355,1198,1201,1355,343,1201,1198,398,,,,,,,,NA
1357,323,323,Joe,Cruickshanks,23,NOVEMBER,1929,"1 Dal nan Each, Highland",M,Benjamin,Cruickshanks,PLOUGHMAN,Kerri,Grant,MERCHANT'S WIFE,17,JANUARY,1909,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,1357,1357,1136,1027,1357,323,1027,1136,,,,,,,,,NA
1359,340,340,Kyle,Mcbain,9,FEBRUARY,1929,"1 The Croft, The Holmes, Scottish Borders",M,Liam,Mcbain,FANCY WEAVER (JOURNEYMAN),Antonia,Cruickshanks,,8,JULY,1917,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,1359,1359,1168,1157,1359,340,1157,1168,,,,,,,,,NA
1361,347,347,Kieran,Cruickshanks,9,MAY,1929,"1 St Molios Park, Croc, North Ayrshire",M,Guy,Cruickshanks,BLACKSMITH (JOURNE),Alice,Mullen,DOMESTICK SERV,11,FEBRUARY,1928,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1361,1361,1196,1151,1361,347,1151,1196,,,,,,,,,NA
1363,350,350,Jacob,Cruickshanks,4,MARCH,1929,"5 Pilot Place, Broadhaven, Caithness",M,Daniel,Cruickshanks,PUDDLER,Chloe,Cruickshanks,SCHOLAR,17,FEBRUARY,1930,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1363,1363,1228,1223,1363,350,1223,1228,,,,,,,,,NA
1365,345,345,Christopher,Mcbain,15,MAY,1930,"582 Rathad an Duin, Na h-Eileanan Siar",M,Matthew,Mcbain,SHEEPARD,Natasha,Cruickshanks,,2,DECEMBER,1923,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1365,1365,1172,1117,1365,345,1117,1172,,,,,,,,,NA
1367,343,343,Michael,Cruickshanks,26,NOVEMBER,1930,"1 Arra's Cottages, Na h-Eileanan Siar",M,Jay,Cruickshanks,AG LABOURER,Annabel,Black,WIFE,24,MAY,1923,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1367,1367,1198,1201,1367,343,1201,1198,414,,,,,,,,NA
1379,349,349,Theodore,Anderson,28,JUNE,1932,"1 Upper Riochan, Three Bridges, Inveraray",M,Daniel,Anderson,LABOURER (WATER COMPANY),Amber,Cruickshanks,,17,DECEMBER,1926,"Three Bridges Inveraray ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1379,1379,1214,1177,1379,349,1177,1214,434,,,,,,,,NA
1381,352,352,Adam,Mullen,13,JANUARY,1932,"252 Golf Course Road, Girvan, South Ayrshire",M,Stephen,Mullen,STRAPPER,Jade,Mcbain,DOMESTIC SERVANT,10,JUNE,1927,"Girvan South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,1381,1381,1220,1221,1381,352,1221,1220,435,,,,,,,,NA
1383,336,336,Malachi,Black,15,JULY,1933,"2 Creag Ruadh Place, Na h-Eileanan Siar",M,Jake,Black,,Holly,Mcbain,HAWKER,7,NOVEMBER,1917,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1383,1383,1146,1141,1383,336,1141,1146,,,,,,,,,NA
1385,346,346,Michael,Mullen,19,SEPTEMBER,1933,"4 Pilot Place, Broadhaven, Caithness",M,Kieran,Mullen,MERCHANT COFFEE FRUITS SPICES,Catharine,Jones,HAND SEWER,10,SEPTEMBER,1923,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1385,1385,1194,1193,1385,346,1193,1194,419,,,,,,,,NA
1387,354,354,Tom,Perrie,7,APRIL,1933,"571 Moss Road, Scottish Borders",M,Joseph,Perrie,PLOUGHMAN,Ruby,Mullen,SHIRT MAKER,29,AUGUST,1930,"Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,1387,1387,1250,1251,1387,354,1251,1250,433,443,,,,,,,NA
1397,330,330,Jack,Mcbain,4,OCTOBER,1935,"6 Gearra Mor, Na h-Eileanan Siar",M,Paul,Mcbain,CATTLE MAN,Hollie,Perrie,,8,JULY,1910,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1397,1397,1158,1109,1397,330,1109,1158,,,,,,,,,NA
1399,360,360,Jason,Drake,3,OCTOBER,1935,"8 Gearra Mor, Na h-Eileanan Siar",M,Mohammed,Drake,,Amber,Cruickshanks,HOUSE KEEPER,17,MAY,1934,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1399,1399,1214,1219,1399,360,1219,1214,442,,,,,,,,NA
1403,332,332,Adam,Mullen,28,JUNE,1936,"2615 Main Street, Caithness",M,Aaron,Mullen,ENGINE MAN,Racheal,Perrie,,12,JUNE,1914,"Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1403,1403,1170,1079,1403,332,1079,1170,,,,,,,,,NA
1405,347,347,Cameron,Cruickshanks,19,JULY,1936,"1 St Molios Park, Croc, North Ayrshire",M,Guy,Cruickshanks,IRON FURNACE LABROUR,Alice,Mullen,,11,FEBRUARY,1928,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1405,1405,1196,1151,1405,347,1151,1196,,,,,,,,,NA
1407,355,355,Tyrell,Mullen,26,MAY,1936,"6 Pilot Place, Broadhaven, Caithness",M,Joshua,Mullen,PLOUGHMAN,Jessica,Jones,GROCER & SPIRIT DEALER,8,FEBRUARY,1930,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1407,1407,1248,1213,1407,355,1213,1248,430,,,,,,,,NA
1409,334,334,David,Mullen,1,DECEMBER,1937,"2616 Main Street, Caithness",M,Cameron,Mullen,COACHMAN DOMESTIC SERV,Sophie,Jones,AG LAB,2,AUGUST,1916,"Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1409,1409,1184,1181,1409,334,1181,1184,,,,,,,,,NA
1411,356,356,Benjamin,Powell,4,MARCH,1937,"584 Rathad an Duin, Na h-Eileanan Siar",M,Lewis,Powell,LABOURER,Shannon,Cruickshanks,,28,JUNE,1932,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1411,1411,1212,1203,1411,356,1203,1212,,,,,,,,,NA
1413,352,352,Joshua,Mullen,23,DECEMBER,1937,"252 Golf Course Road, Girvan, South Ayrshire",M,Stephen,Mullen,STRAPPER,Jade,Mcbain,DOMESTIC SERVANT,10,JUNE,1927,"Girvan South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,1413,1413,1220,1221,1413,352,1221,1220,,,,,,,,,NA
1415,355,355,Kagan,Mullen,26,MAY,1937,"6 Pilot Place, Broadhaven, Caithness",M,Joshua,Mullen,PLOUGHMAN,Jessica,Jones,GROCER & SPIRIT DEALER,8,FEBRUARY,1930,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1415,1415,1248,1213,1415,355,1213,1248,,,,,,,,,NA
1419,364,364,Aidan,Mullen,29,DECEMBER,1938,"5 Roxburgh Road, Pulteneytown, Wick",M,Daniel,Mullen,IRON TURNER,Jodie,Mullen,LODGING HOUSE KEEPER,15,APRIL,1939,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1419,1419,1188,1199,1419,364,1199,1188,431,,,,,,,,NA
1429,356,356,Aaron,Powell,5,MAY,1939,"584 Rathad an Duin, Na h-Eileanan Siar",M,Lewis,Powell,LABOURER,Shannon,Cruickshanks,,28,JUNE,1932,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1429,1429,1212,1203,1429,356,1203,1212,,,,,,,,,NA
1437,369,,Ben,Cruickshanks,22,SEPTEMBER,1940,,M,Jordan,Cruickshanks,SEAMAN,Shannon,Mcbain,TABLE MAT MAKER,,,,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1437,1437,1174,1191,1437,,1191,1174,,,,,,,,,NA
1439,364,364,George,Mullen,20,MAY,1940,"5 Roxburgh Road, Pulteneytown, Wick",M,Daniel,Mullen,IRON TURNER,Jodie,Mullen,SHEPHERD'S WIFE,15,APRIL,1939,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1439,1439,1188,1199,1439,364,1199,1188,432,,,,,,,,NA
1441,343,343,Jemaine,Cruickshanks,29,OCTOBER,1940,"1 Arra's Cottages, Na h-Eileanan Siar",M,Jay,Cruickshanks,PLOUGHMAN,Annabel,Black,,24,MAY,1923,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1441,1441,1198,1201,1441,343,1201,1198,436,,,,,,,,NA
1443,356,356,Mohammed,Powell,3,DECEMBER,1940,"584 Rathad an Duin, Na h-Eileanan Siar",M,Lewis,Powell,LABOURER,Shannon,Cruickshanks,,28,JUNE,1932,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1443,1443,1212,1203,1443,356,1203,1212,438,,,,,,,,NA
1455,330,330,Samuel,Mcbain,28,APRIL,1941,"6 Gearra Mor, Na h-Eileanan Siar",M,Paul,Mcbain,AG LAB,Hollie,Perrie,,8,JULY,1910,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1455,1455,1158,1109,1455,330,1109,1158,,,,,,,,,NA
1457,361,361,Matthew,Jones,15,JULY,1941,"4 Pilot Place, Broadhaven, Caithness",M,Maximilian,Jones,CABINET MAKER,Georgia,Black,,22,JULY,1933,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1457,1457,1226,1217,1457,361,1217,1226,,,,,,,,,NA
1459,355,355,David,Mullen,30,JANUARY,1941,"6 Pilot Place, Broadhaven, Caithness",M,Joshua,Mullen,PLOUGHMAN,Jessica,Jones,GROCER & SPIRIT DEALER,8,FEBRUARY,1930,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1459,1459,1248,1213,1459,355,1213,1248,,,,,,,,,NA
1461,375,375,Guy,Jones,8,SEPTEMBER,1941,"1 Col Uarach, Na h-Eileanan Siar",M,Peter,Jones,COTTON WEAVER,Olivia,Mullen,DRESS MAKER,28,APRIL,1938,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1461,1461,1282,1291,1461,375,1291,1282,,,,,,,,,NA
1463,335,335,Harry,Mcbain,16,DECEMBER,1942,"2 Pàirc Bhatasgeir, Na h-Eileanan Siar",M,Connor,Mcbain,FARMER OF 21 ACRES EMPLOYING 1 WOMAN,Emily,Cruickshanks,LABOURER,8,JANUARY,1915,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1463,1463,1182,1149,1463,335,1149,1182,,,,,,,,,NA
1473,362,362,Harry,Mullen,23,JULY,1943,"1 Waid Terrace, Anstruther Easter, Anstruther",M,Lewis,Mullen,COAL MINER,Holly,Cruickshanks,DAU,20,AUGUST,1933,"Anstruther Easter Anstruther ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1473,1473,1252,1259,1473,362,1259,1252,,,,,,,,,NA
1475,380,380,Cody,Perrie,22,NOVEMBER,1943,"1 Ceann An Ora, Na h-Eileanan Siar",M,Liam,Perrie,BANKER'S CLERK,Danielle,Jones,DOMESTIC SERVANT,12,MARCH,1941,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1475,1475,1292,1313,1475,380,1313,1292,,,,,,,,,NA
1487,372,372,Nathan,Cruickshanks,22,JANUARY,1945,"1 Badnatua Road, Caithness",M,Joe,Cruickshanks,IRON MONGER,Emma,Anderson,,5,APRIL,1937,"Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1487,1487,1236,1233,1487,372,1233,1236,,,,,,,,,NA
1489,358,358,Lewis,Mcbain,4,APRIL,1945,"1 Argyle Square, Pulteneytown, Wick",M,Luke,Mcbain,HOUSE CARPENTER (JOUR),Natalie,Cruickshanks,WORKS AT HOME,14,JANUARY,1932,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1489,1489,1266,1227,1489,358,1227,1266,,,,,,,,,NA
1491,374,374,Lee,Drake,11,JANUARY,1945,"1 Gearra Mor, Na h-Eileanan Siar",M,Ciaran,Drake,FARMER'S SON,Chloe,Anderson,DAIRY MAID,28,SEPTEMBER,1939,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1491,1491,1306,1309,1491,374,1309,1306,,,,,,,,,NA
1493,372,372,Aaron,Cruickshanks,25,MARCH,1946,"1 Badnatua Road, Caithness",M,Joe,Cruickshanks,IRON MONGER,Emma,Anderson,,5,APRIL,1937,"Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1493,1493,1236,1233,1493,372,1233,1236,,,,,,,,,NA
1505,395,395,Christopher,Anderson,11,AUGUST,1948,"1 Young Crescent, Caithness",M,Dillon,Anderson,PLATE LAYER,Cheryl,Jones,MILLWORKER,7,DECEMBER,1945,"Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1505,1505,1256,1281,1505,395,1281,1256,,,,,,,,,NA
1507,396,396,Matthew,Jones,22,MARCH,1948,"1 Brochroy Croft, Argyll and Bute",M,Benjamin,Jones,HAIR DRESSER,Rosalind,Mcbain,WORSTED WEAVER,27,MARCH,1945,"Argyll and Bute",,SYNTHETIC DATA PRODUCED USING VALIPOP,1507,1507,1318,1303,1507,396,1303,1318,,,,,,,,,NA
1513,368,368,John,Mcbain,6,JANUARY,1949,"1 Seaforth Avenue, Pulteneytown, Wick",M,Billy,Mcbain,FISHERMAN,Laura,Cruickshanks,GENERAL SERVANT,17,JULY,1936,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1513,1513,1272,1279,1513,368,1279,1272,,,,,,,,,NA
1515,380,380,Edward,Perrie,26,AUGUST,1949,"1 Ceann An Ora, Na h-Eileanan Siar",M,Liam,Perrie,BANKER'S CLERK,Danielle,Jones,DOMESTIC SERVANT,12,MARCH,1941,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1515,1515,1292,1313,1515,380,1313,1292,,,,,,,,,NA
1517,379,379,Charles,Anderson,19,DECEMBER,1949,"2 Mowat Road, Caithness",M,Daniel,Anderson,DYER,Erin,Black,FARMERS RELATIVE,15,FEBRUARY,1940,"Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1517,1517,1314,1301,1517,379,1301,1314,,,,,,,,,NA
1519,398,398,Rory,Cruickshanks,18,AUGUST,1949,"11 Gearra Mor, Na h-Eileanan Siar",M,Ryan,Cruickshanks,MINER,Ottilie,Mullen,,20,MARCH,1949,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1519,1519,1354,1355,1519,398,1355,1354,,,,,,,,,NA
1527,398,398,Lewis,Cruickshanks,5,DECEMBER,1951,"11 Gearra Mor, Na h-Eileanan Siar",M,Ryan,Cruickshanks,MINER,Ottilie,Mullen,,20,MARCH,1949,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1527,1527,1354,1355,1527,398,1355,1354,,,,,,,,,NA
